,備考,"Main_No
(BTS#)",Estimate_VendorType,"Estimate_ModuleMain,Main_ModuleMain","Estimate_ModuleSub,Main_ModuleSub","UN_Summary_J
現象/機能のサマリー(日本語）",UN_Summary,"UN_Detail_J
現象/機能の詳細(日本語）",UN_Detail,"UN_ImpOpeResult_J
改善後の動作と結果(日本語）",UN_ImpOpeResult,"UN_RelevantRevision_J
現象発生レビジョン(日本語）",UN_RelevantRevision,RelatedPackages,ReferDoc,ReferDoc_J,OutputProduct,InputFileName,responsibility for the UN contents
R1.02_00,,BTS00028349,Defect,GUI_Tools,SystemViewer,パターン・マルチプレクスを使用した場合、DRELにT2の設定値を表示できない現象,The T2 setting could not be displayed for DREL when pattern multiplex was used.,パターン・マルチプレクスを使用した場合、DRELにT2の設定値ではなく、T3の設定値を表示していました。,"When pattern multiplex was used, the T2 setting could not be displayed for DREL, but the T3 setting was displayed instead.",パターン・マルチプレクスを使用しても、DRELにT2の設定値を表示できるようになりました。,"Even when pattern multiplex is used, the T2 setting can now be displayed for DREL.",R1.00_00以降,R1.00_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,綿貫
R1.02_00,6/29追加,BTS00028409,Defect,GUI_Tools,SystemViewer,先頭に表示されるピンのpin-maskを表示できない現象,Pin-mask of the top pin could not be displayed.,"Level, Timing, SIGNALLCDの先頭に表示されるピンのpin-maskを表示できませんでした。","Pin-mask of the top pin on Level, Timing, or SIGNALLCD data could not be displayed.","Level, Timing, SIGNALLCDの先頭に表示されるピンのpin-maskを表示できるようになりました。","Pin-mask of the top pin on  Level, Timing, or SIGNALLCD data can now be displayed.",R1.00_00以降,R1.00_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,綿貫
R1.02_00,,BTS00028145,Defect,GUI_Tools,TDLDebugger,TDL ResetもしくはUnload後にEditモードからDebugモードに移行するとエラーになる現象,An error occurred when changing the mode from Edit to Debug after TDL was reset or unloaded.,TDL ResetもしくはUnload後にEditモードからDebugモードに移行すると、includeファイルがロード・エラーになり、Debugモードに移行できない場合がありました。,"When an attempt was made to transition from Edit mode to Debug mode after TDL was reset or unloaded, a load error sometimes occurred for the include files, and thus the transition to Debug mode was not be successful.",includeファイルが正しくロードされ、Debugモードに移行できるようになりました。,The include files are now loaded correctly and the transition to Debug mode can now be made successfully.,R1.00_00以降,R1.00_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,寺内
R1.02_00,,BTS00027853,Defect,GUI_Tools,TDLDebugger,マーカが欠けて表示される現象,Part of a displayed marker was missing.,ブレーク・ポイントなどを表すマーカの一部が欠けて表示される場合がありました。,"A marker indicating, for example, a break point was sometimes only be partially displayed.",マーカは欠けずに表示されるようになりました。,Markers are displayed without any missing parts now.,R1.00_00以降,R1.00_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,寺内
R1.02_00,,BTS00028147,Defect,GUI_Tools,TDLDebugger,RunningステータスのTDLファイルがUnloadされる現象,Running TDL files were unloaded.,Module ListでRunningステータスになっているTDLファイルを開いてDebugボタンを押すと、そのファイルを参照しているTDLファイルがUnloadされる場合がありました。,"When a TDL file whose status was Running in the Module List window was opened and the Debug button was clicked, a TDL file referencing that file was sometimes unloaded.",Module ListでRunningステータスになっているTDLファイルを開いてDebugボタンを押すと、そのファイルを参照しているTDLファイルがUnloadされなくなりました。,"When a TDL file whose status is Running in the Module List window is opened and the Debug button is clicked, a TDL file referencing that file is not unloaded now.",R1.00_00以降,R1.00_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,寺内
R1.02_00,,BTS00028150,Defect,GUI_Tools,TDLDebugger,TDL Debugger Toolが再起動できなくなる現象,TDL Debugger Tool could not be restarted.,TDL Debugger ToolからWave Scope Toolを起動したあと、Wave Scope Toolを起動したままTDL Debugger Toolを終了すると、TDL Debugger Toolが再起動できませんでした。,"When TDL Debugger Tool was terminated while Wave Scope Tool was running after Wave Scope Tool was started from TDL Debugger Tool, TDL Debugger Tool could not be restarted.",Wave Scope Toolを起動した状態でも、TDL Debugger Toolが再起動できるようになりました。,"Even when Wave Scope Tool is running, TDL Debugger Tool can now be restarted.",R1.00_00以降,R1.00_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,寺内
R1.02_00,,BTS00028152,Defect,GUI_Tools,TestControlPanel,Function Keyダイアログが起動できない現象,The Function Key dialog box could not be started.,Function Keyダイアログをタイトル・バーの終了ボタンで閉じた場合、再度ダイアログを起動できませんでした。,"When the Function Key dialog box was closed using the Close button on the title bar, the dialog box could not be started again.",Function Keyダイアログをタイトル・バーの終了ボタンで閉じても、再度ダイアログを起動できるようになりました。,"Even when the Function Key dialog box is closed using the Close button on the title bar, the dialog box can now be started again.",R1.01_00以降,R1.01_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,綿貫
R1.02_00,,BTS00028345,Defect,GUI_Tools,TestControlPanel,ツール・バーのカスタマイズ・ダイアログを起動すると異常終了する現象,An abnormal termination occurred when the Customize dialog box for the tool bar was started.,ツール・バーのカスタマイズ・ダイアログを起動する([View]->[Toolbar]->[Customize…])と、異常終了していました。,An abnormal termination occurred when the Customize dialog box for the tool bar was started ([View] -> [Toolbar] -> [Customize...]).,ツール・バーのカスタマイズ・ダイアログを起動しても、異常終了しなくなりました。,"When the Customize dialog box for the tool bar is started, an abnormal termination does not occur now.",R1.01_00以降,R1.01_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,綿貫
R1.02_00,,BTS00028286,Defect,GUI_Tools,WaveTool,CSVファイルをロードするとエラーになる現象,An error occurred when a CSV file was loaded.,OscilloscopeでCSVファイルをロードするとWave Toolが異常終了することがありました。,Wave Tool sometimes terminated abnormally when a CSV file was loaded by using Oscilloscope.,OscilloscopeでCSVファイルをロードしてもWave Toolが異常終了しなくなりました。,Wave Tool no longer terminates abnormally when a CSV file is loaded by using Oscilloscope.,R1.00_00以降,R1.00_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,須藤
R1.02_00,6/29追加,BTS00028397,Defect,GUI_Tools,WaveTool,T6370シリーズのOscilloscopeのCSVファイルが正しく表示できない現象,Tool manipulation did not work to display the CSV file of the T6370 system line attributed oscilloscope.,T6370シリーズのOscilloscopeのCSVファイルをロードした場合、サンプリングできない範囲の波形を0Vで表示していました。,Tool manipulation did not work to display the CSV file of the T6370 system line attributed oscilloscope showing 0V instead against an out-of-sampling-range waveform as part of the loaded file data.,サンプリングできない範囲は波形を表示しないようになりました。,Tool manipulation works properly to display the loaded CSV file by virtue of the software changes not to give any tool display output of an out-of-sampling-range waveform as part of the file data.,R1.00_00以降,R1.00_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,須藤
R1.02_00,6/29追加,BTS00028393,Defect,GUI_Tools,WaveTool,ピン・マルチプレクス・モードのピンの波形が正しく表示できない現象,Tool manipulation did not work to display the Pin Multiplex Mode pin waveforms.,ピン・マルチプレクス・モードのピンをサンプリングした場合、間違ったピンの組合せで合成した波形が表示されることがありました。,Tool manipulation would go wrong by displaying the Pin Multiplex Mode pin waveforms of incorrect pin type combination for each after the sampling execution on them.,上記のピンをサンプリングした場合、正しいピンの組合せで合成した波形を表示できるようになりました。,Tool manipulation works properly to display the Pin Multiplex Mode pin waveforms of correct pin type combination for each after the sampling execution on them.,R1.01_00以降,R1.01_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,須藤
R1.02_00,7/16追加,BTS00028453,Defect,GUI_Tools,WaveTool,VECTORFILEGRPクラスの2番目以降のパターンがサンプリングできない現象,The second pattern or beyond of those specified in VECTORFILEGRP class was not available for the sampling execution.,トリガ・パターンにVECTORFILEGRPクラスの2番目以降のパターンを指定した場合、1番目のパターンがサンプリングされることがありました。,The second pattern or beyond of those specified in VECTORFILEGRP class was not available for the sampling execution but for the first pattern if each of them was set to trigger pattern.,トリガ・パターンにVECTORFILEGRPクラスの2番目以降のパターンを指定した場合、指定したパターンがサンプリングできるようになりました。,The second pattern or beyond of those specified in VECTORFILEGRP class is available for the sampling execution if each of them is set to trigger pattern.,R1.01_00以降,R1.01_00 and later,OAI_T6KOS_x64,,,"PLXE61,PLXT61",UN_APSoft1.xls,須藤
R1.02_00,"6/9 追加
#1138",BTS00028081,Defect,TDL,TDL Interpreter,装置ドライバを使ったデバイスプログラムの実行中に、期待しないキャンセルイベントが発行され、装置ドライバがエラーで停止してしまう現象,"During execution of a device program using the equipment driver, an unexpected cancel event was issued and the equipment driver stopped operating due to the error.","以下の条件を全て満たすとき、テストプランがキャンセルしていました。その結果、装置ドライバとの通信が中断しました。

条件
(1) テストプラン中でTDLのサブスレッドが実行中であること
(2) tsl_exit関数が実行されること","When all of the following conditions were met, the test plan was canceled. As a result, communication with the equipment driver was lost.

Conditions
(1) A sub-thread of TDL was being executed in the test plan.
(2) The tsl_exit function was executed.",tsl_exit関数実行時に、テストプランはキャンセルせず、正常終了します。装置ドライバとの通信も正常動作します。,The test plan now ends normally without being canceled when the tsl_exit function is executed. Communication with the equipment driver is also established normally.,R1.00_00以降,R1.00_00 and later,AT_T6KCommon_x64,,,PLXM20-MD,UN_ASDSoft3.xls,ASDSoft3 清野
